Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,100,India,5412,Yield,1445,Sunflower seed,2022,2022,kg/ha,976.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1445,Sunflower seed,2023,2023,kg/ha,1029.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1445,Sunflower seed,2024,2024,kg/ha,1124.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2010,2010,kg/ha,9206.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2011,2011,kg/ha,9245.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2012,2012,kg/ha,9717.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2013,2013,kg/ha,10128.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2014,2014,kg/ha,10275.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2015,2015,kg/ha,11476.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2016,2016,kg/ha,11539.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2017,2017,kg/ha,11406.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2018,2018,kg/ha,11450.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2019,2019,kg/ha,10509.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2020,2020,kg/ha,10564.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2021,2021,kg/ha,10575.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2022,2022,kg/ha,11065.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2023,2023,kg/ha,11718.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,11674.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2010,2010,kg/ha,7442.1,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2011,2011,kg/ha,7938.3,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2012,2012,kg/ha,8157,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2013,2013,kg/ha,9319.5,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2014,2014,kg/ha,8690.4,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2015,2015,kg/ha,9460.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2016,2016,kg/ha,9415,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2017,2017,kg/ha,9267.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2018,2018,kg/ha,9357.1,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2019,2019,kg/ha,9484.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2020,2020,kg/ha,9588.8,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2021,2021,kg/ha,9701.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2022,2022,kg/ha,9832,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2023,2023,kg/ha,9933.8,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1620,Tea leaves,2024,2024,kg/ha,10035.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2010,2010,kg/ha,19598.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2011,2011,kg/ha,19105.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2012,2012,kg/ha,20565.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2013,2013,kg/ha,20712.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2014,2014,kg/ha,21241.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2015,2015,kg/ha,21362.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2016,2016,kg/ha,24201.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2017,2017,kg/ha,25982.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2018,2018,kg/ha,25043.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2019,2019,kg/ha,24336.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2020,2020,kg/ha,25122.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2021,2021,kg/ha,25066.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2022,2022,kg/ha,24548,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2023,2023,kg/ha,24057.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,24968.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2010,2010,kg/ha,1553.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2011,2011,kg/ha,1693.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2012,2012,kg/ha,1782.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2013,2013,kg/ha,1716.1,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2014,2014,kg/ha,1694.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2015,2015,kg/ha,1712.5,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2016,2016,kg/ha,1717.4,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2017,2017,kg/ha,1724,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2018,2018,kg/ha,1738.5,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2019,2019,kg/ha,1754.3,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2020,2020,kg/ha,1764.9,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2021,2021,kg/ha,1786.4,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2022,2022,kg/ha,1740,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2023,2023,kg/ha,1750.2,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,1755.1,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2010,2010,kg/ha,20540.7,E,Estimated value,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2011,2011,kg/ha,21313.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2012,2012,kg/ha,24323.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2013,2013,kg/ha,22086.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2014,2014,kg/ha,24133.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2015,2015,kg/ha,24101.1,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2016,2016,kg/ha,24473.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2017,2017,kg/ha,23978,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2018,2018,kg/ha,24950.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2019,2019,kg/ha,24950,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2020,2020,kg/ha,27215.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2021,2021,kg/ha,27344.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2022,2022,kg/ha,27566.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2023,2023,kg/ha,28777.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,1221,Watermelons,2024,2024,kg/ha,29115.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2010,2010,kg/ha,2839.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2011,2011,kg/ha,2988.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2012,2012,kg/ha,3177.5,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2013,2013,kg/ha,3153.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2014,2014,kg/ha,3145.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2015,2015,kg/ha,2749.6,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2016,2016,kg/ha,3033.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2017,2017,kg/ha,3199.9,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2018,2018,kg/ha,3368.2,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2019,2019,kg/ha,3533.4,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2020,2020,kg/ha,3439.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2021,2021,kg/ha,3520.8,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2022,2022,kg/ha,3537.3,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2023,2023,kg/ha,3520.7,A,Official figure,
QCL,Crops and livestock products,100,India,5412,Yield,111,Wheat,2024,2024,kg/ha,3559,A,Official figure,
